#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2020 04 09 04 50 190  5.0  5.0   0.5    11   4.5 116 1002.7   5.8   5.7   5.0   MM -1.1    MM
2020 04 09 03 50 190  4.0  5.0   0.5     4   4.6 114 1003.1   5.7   5.8   4.9   MM +0.0    MM
2020 04 09 02 50 200  4.0  5.0   0.5     8   4.7 120 1003.7   5.7   5.9   4.5   MM +0.8    MM
2020 04 09 01 50 210  3.0  4.0   0.5    10   5.0 112 1003.8   5.7   6.0   4.3   MM +1.5    MM
2020 04 09 00 50 210  3.0  4.0   0.6     9   5.2  95 1003.3   5.7   6.0   4.2   MM +1.5    MM
2020 04 08 23 50 210  2.0  3.0   0.6     9   5.1  99 1002.9   5.6   6.1   3.7   MM +1.5    MM
2020 04 08 22 50 200  3.0  4.0   0.6    11   4.9 134 1002.3   5.8   6.3   3.6   MM +1.0    MM
2020 04 08 21 50 150  3.0  4.0   0.6    10   4.7 121 1001.8   5.9   6.0   3.0   MM +0.8    MM
2020 04 08 20 50 140  4.0  5.0   0.6    10   4.3 129 1001.4   5.6   6.0   2.8   MM +0.5    MM
2020 04 08 19 50 140  5.0  5.0   0.6    10   4.4 132 1001.3   5.5   6.0   2.5   MM +0.3    MM
2020 04 08 18 50 140  6.0  7.0   0.6    10   3.9 114 1001.0   5.4   6.0   1.7   MM -0.6    MM
2020 04 08 17 50 130  6.0  7.0   0.5    11   4.1 117 1000.9   5.1   6.0   2.5   MM -1.1    MM
2020 04 08 16 50 110  5.0  7.0   0.5    11   4.0 125 1001.0   4.6   5.9   2.8   MM -1.1    MM
2020 04 08 15 50  80  5.0  6.0   0.5    11   3.9 112 1001.6   4.4   5.8   2.8   MM -0.6    MM
2020 04 08 14 50  70  6.0  7.0   0.5    12   4.1 119 1002.0   3.8   5.8   2.6   MM +0.5    MM
2020 04 08 13 50  70  4.0  7.0   0.6    11   4.0  87 1002.1   3.7   5.7   2.3   MM +0.7    MM
2020 04 08 12 50  30  4.0  5.0   0.8    12   4.0 140 1002.2   3.5   5.5   1.6   MM +0.6    MM
2020 04 08 11 50  20  8.0 10.0   0.8    11   3.8 126 1001.5   3.3   5.5   1.9   MM +0.0    MM
2020 04 08 10 50  30  8.0 10.0   0.7    10   4.3 140 1001.4   3.3   5.5   2.7   MM -0.9    MM
2020 04 08 09 50  10  7.0  8.0   0.7    11   4.2  88 1001.6   3.5   5.6   3.1   MM -1.6    MM
2020 04 08 08 50  20  7.0  8.0   0.6    12   5.1 137 1001.7   3.8   5.7   3.3   MM -2.2    MM
2020 04 08 07 50  20  6.0  7.0   0.7    11   5.7 108 1002.3   4.8   5.7   4.3   MM -2.3    MM
2020 04 08 06 50  60  3.0  4.0   0.7    10   5.2 109 1003.2   5.5   5.8   4.5   MM -2.0    MM
2020 04 08 05 50  70  3.0  4.0   0.6    11   4.9 120 1003.9   5.6   5.9   4.3   MM -1.8    MM
2020 04 08 04 50  70  3.0  4.0   0.6    11   5.1 124 1004.6   5.8   5.9   4.9   MM -1.6    MM
2020 04 08 03 50  70  2.0  3.0   0.6    11   4.9 122 1005.2   5.9   6.0   4.7   MM -1.3    MM
2020 04 08 02 50 350  2.0  2.0   0.7    11   4.8 117 1005.7   5.9   6.1   4.4   MM -0.8    MM
2020 04 08 01 50  MM  0.0  1.0   0.7    11   4.6 120 1006.2   6.2   6.3   4.1   MM -0.7    MM
2020 04 08 00 50 210  2.0  3.0   0.7    11   4.5  82 1006.5   6.5   6.3   3.9   MM +0.0    MM
2020 04 07 23 50 200  3.0  4.0   0.9    11   4.6  92 1006.5   6.6   6.3   3.7   MM -0.4    MM
2020 04 07 22 50  90  1.0  1.0   0.9    11   4.5  91 1006.9   6.6   6.4   3.9   MM -0.0    MM
2020 04 07 21 50 170  6.0  7.0   0.9    10   5.2  89 1006.6   6.9   6.5   2.4   MM -1.0    MM
2020 04 07 20 50 170  6.0  7.0   0.9    11   4.8  99 1006.9   6.6   6.5   2.4   MM -2.0    MM
2020 04 07 19 50 180  8.0  9.0   0.9    10   4.7  91 1007.0   6.7   6.6   1.1   MM -2.6    MM
2020 04 07 18 50 180  8.0  9.0   0.8    11   4.7 101 1007.6   6.7   6.6   0.3   MM -2.7    MM
2020 04 07 17 50 180  7.0  8.0   0.7    11   4.6 115 1008.9   6.5   6.6   0.0   MM -2.5    MM
2020 04 07 16 50 170  6.0  8.0   0.6    11   6.7 118 1009.6   6.2   6.7  -0.9   MM -2.0    MM
2020 04 07 15 50 160  6.0  6.0   0.6    12   6.5 111 1010.3   5.9   6.6  -1.5   MM -1.6    MM
2020 04 07 14 50 170  4.0  4.0   0.6    11   6.1 124 1011.4   5.7   6.3  -3.5   MM -0.7    MM
2020 04 07 13 50 110  1.0  1.0   0.6    12   6.4 116 1011.6   5.7   5.8  -2.2   MM +0.0    MM
2020 04 07 12 50  50  4.0  4.0   0.7    11   6.6 118 1011.9   5.8   5.6  -3.6   MM +0.9    MM
2020 04 07 11 50  30  3.0  4.0   0.7     9   6.4 113 1012.1   5.9   5.6   0.4   MM +1.2    MM
2020 04 07 10 50 330  3.0  4.0   0.7    12   6.9 103 1011.5   5.6   5.8  -2.2   MM +1.0    MM
2020 04 07 09 50 310  4.0  5.0   0.8    10   7.4 127 1011.0   5.9   5.7  -2.5   MM +0.6    MM
2020 04 07 08 50 300  4.0  6.0   0.8    10   7.5  94 1010.9   5.9   5.8  -4.1   MM +0.3    MM
2020 04 07 07 50 280  4.0  5.0   0.8    11   7.5 114 1010.5   5.9   5.9  -1.9   MM -0.4    MM
2020 04 07 06 50 260  4.0  4.0   0.9    11   8.0  99 1010.4   6.0   6.0  -0.6   MM -0.4    MM
2020 04 07 05 50 240  4.0  4.0   0.8    11   8.1  94 1010.6   6.2   5.8  -0.1   MM -0.4    MM
2020 04 07 04 50 260  3.0  4.0   0.8    11   8.1  94 1010.9   7.1   5.8  -0.3   MM -0.3    MM
2020 04 07 03 50 270  4.0  4.0   0.8    12   8.1 108 1010.8   8.6   5.8  -4.3   MM -0.5    MM
2020 04 07 02 50 260  3.0  4.0   0.7    11   7.2 117 1011.0   9.0   5.9  -7.5   MM +0.0    MM
2020 04 07 01 50 290  3.0  3.0   0.8    12   6.9 104 1011.2   9.6   6.0  -6.9   MM +0.8    MM
2020 04 07 00 50 320  3.0  6.0   0.8    13   6.6 114 1011.3  10.3   6.1  -7.9   MM +0.6    MM
2020 04 06 23 50 310  5.0  6.0   1.0    11   5.8 107 1010.9  10.4   6.0  -6.0   MM +0.3    MM
2020 04 06 22 50 320  7.0 11.0   1.0     9   6.3 107 1010.4  11.2   6.1  -6.0   MM -0.5    MM
2020 04 06 21 50 200  2.0  4.0   1.2     9   7.3  83 1010.7   8.6   6.4   0.4   MM -0.8    MM
2020 04 06 20 50 190  6.0  7.0   1.1    10   6.6  99 1010.6   7.4   6.5   1.7   MM -1.8    MM
2020 04 06 19 50 190  6.0  7.0   1.1    11   7.2  86 1010.9   7.1   6.3   1.3   MM -2.3    MM
2020 04 06 18 50 200  6.0  7.0   1.2    11   8.5 117 1011.5   6.9   6.3    MM   MM -2.6    MM
2020 04 06 17 50 340  1.0  2.0   1.1    11   7.6 120 1012.4  10.6   6.3  -6.9   MM   MM    MM
2020 04 06 16 50 350  4.0  5.0   1.1    11   6.8 118 1013.2   9.1   5.9  -4.5   MM   MM    MM
2020 04 06 15 50 150  1.0  2.0   1.0    11   6.5 114 1014.1   8.0   5.7  -1.4   MM -0.8    MM
2020 04 06 14 50 350  5.0  6.0   0.9    11   6.7 131 1014.6   7.3   5.2  -1.2   MM -0.6    MM
2020 04 06 13 50 330  3.0  4.0   1.0    11   6.3 101 1014.8   6.2   4.9   0.7   MM +0.3    MM
2020 04 06 12 50 340  6.0  8.0   1.1    11   6.2 112 1014.9   6.5   4.7  -0.6   MM +1.1    MM
2020 04 06 11 50 330  4.0  6.0   1.2    11   6.9 106 1015.2   6.3   4.8   0.4   MM +1.8    MM
2020 04 06 10 50 310  3.0  4.0   1.5    12   7.0 110 1014.5   6.5   5.1  -0.1   MM +1.4    MM
2020 04 06 09 50 330  5.0  6.0   1.4    11   7.0 102 1013.8   6.4   5.1   0.4   MM +0.9    MM
2020 04 06 08 50 320  5.0  7.0   1.5    11   7.2 108 1013.4   6.7   5.1   1.5   MM +0.6    MM
2020 04 06 07 50 320  5.0  7.0   1.6    11   7.3 102 1013.1   6.6   5.2   4.1   MM +0.0    MM
2020 04 06 06 50 310  3.0  3.0   1.5    11   7.2  95 1012.9   5.2   5.2   4.6   MM +0.0    MM
2020 04 06 05 50 320  2.0  3.0   1.5    11   6.9 118 1012.8   5.3   5.4   4.9   MM -0.4    MM
2020 04 06 04 50 290  2.0  2.0   1.5    11   7.1  96 1013.0   5.4   5.1   5.1   MM -0.4    MM
2020 04 06 03 50 230  4.0  5.0   1.5    12   6.8 115 1012.9   5.8   5.0   5.2   MM -1.0    MM
2020 04 06 02 50 210  3.0  4.0   1.4    12   6.1 106 1013.2   5.8   5.0   5.0   MM -0.8    MM
2020 04 06 01 50 210  5.0  6.0   1.5    12   6.5 122 1013.4   5.9   5.0   4.8   MM -1.1    MM
2020 04 06 00 50 220  4.0  5.0   1.5    12   6.1 121 1013.9   5.8   5.1   4.7   MM -0.7    MM
2020 04 05 23 50 200  6.0  7.0   1.7    13   6.4  74 1014.0   5.7   4.9   4.5   MM -0.7    MM
2020 04 05 22 50 190  6.0  7.0   1.8    12   6.5  93 1014.5   5.6   5.0   4.5   MM -0.9    MM
2020 04 05 21 50 180  6.0  8.0   1.8    12   6.9  89 1014.6   5.4   5.0   4.4   MM -1.4    MM
2020 04 05 20 50 180  7.0  8.0   1.9    13   7.2  87 1014.7   5.4   5.1   4.2   MM -2.1    MM
2020 04 05 19 50 180  6.0  8.0   2.1    13   8.0 109 1015.4   5.4   5.2   4.0   MM -2.1    MM
2020 04 05 18 50 180  6.0  8.0   2.1    13   8.6 100 1016.0   5.4   5.2   3.8   MM -1.8    MM
2020 04 05 17 50 190  4.0  6.0   2.1    11   8.7 116 1016.8   5.4   5.3   3.9   MM -1.6    MM
2020 04 05 16 50 190  4.0  5.0   2.4    12   9.4 112 1017.5   5.4   5.2   3.7   MM -1.1    MM
2020 04 05 15 50 190  3.0  4.0   2.1    13   9.1 113 1017.8   5.2   5.0   3.8   MM +0.0    MM
2020 04 05 14 50 210  3.0  3.0   1.8    12   8.2 117 1018.4   5.2   4.9   3.9   MM +0.3    MM
2020 04 05 13 50 210  2.0  2.0   1.8    13   8.6 126 1018.6   5.0   4.8   3.9   MM +0.9    MM
2020 04 05 12 50 200  2.0  3.0   1.7    12   8.1 122 1018.0   4.9   4.7   4.0   MM +0.5    MM
2020 04 05 11 50 190  1.0  2.0   2.1    13   8.6 109 1018.1   4.9   5.0   3.6   MM +0.8    MM
2020 04 05 10 50 250  1.0  2.0   2.1    14   8.7 104 1017.7   4.8   5.2   3.3   MM +0.6    MM
2020 04 05 09 50 250  2.0  3.0   2.1    13   8.2 112 1017.5   4.9   5.4   3.4   MM +0.4    MM
2020 04 05 08 50 250  2.0  3.0   2.4    13   8.6 113 1017.3   4.8   5.5   3.2   MM +0.0    MM
2020 04 05 07 50 220  2.0  3.0   2.4    14   8.6 118 1017.1   4.8   5.5   3.2   MM -0.3    MM
2020 04 05 06 50 220  3.0  4.0   2.8    13   9.2 108 1017.1   4.8   5.2   3.1   MM +0.0    MM
2020 04 05 05 50 210  2.0  3.0   2.6    13   9.1 102 1017.3   4.7   5.0   2.8   MM +0.3    MM
2020 04 05 04 50 210  2.0  3.0   2.9    14   9.4  98 1017.4   4.7   4.7   2.9   MM +0.7    MM
2020 04 05 03 50 200  3.0  3.0   2.8    13   9.3 104 1017.1   4.6   4.8   2.8   MM +0.4    MM
2020 04 05 02 50 200  2.0  3.0   2.7    13   9.1 119 1017.0   4.6   4.8   2.9   MM +0.7    MM
2020 04 05 01 50 210  3.0  4.0   2.7    13   9.3 109 1016.7   4.5   4.9   2.6   MM +0.7    MM
2020 04 05 00 50 200  3.0  4.0   2.5    14   9.0 117 1016.7   4.5   5.0   2.5   MM +0.9    MM
2020 04 04 23 50 200  4.0  5.0   2.6    14   8.9 115 1016.3   4.4   5.0   2.3   MM +0.6    MM
2020 04 04 22 50 200  4.0  5.0   2.5    14   8.6 102 1016.0   4.5   5.1   2.1   MM +0.0    MM
2020 04 04 21 50 190  4.0  4.0   2.3    14   8.1 117 1015.8   4.6   5.2   2.1   MM -0.4    MM
2020 04 04 20 50 190  3.0  4.0   2.3    13   7.8 113 1015.7   4.5   5.1   2.1   MM -0.6    MM
2020 04 04 19 50 170  4.0  5.0   2.5    14   8.1 127 1015.9   4.3   5.1   1.9   MM -0.7    MM
2020 04 04 18 50 140  5.0  7.0   2.6    13   8.1 114 1016.2   4.3   5.0   1.7   MM -0.8    MM
2020 04 04 17 50 140  6.0  7.0   2.9    12   8.2 120 1016.3   4.3   5.0   1.8   MM -1.1    MM
2020 04 04 16 50 160  4.0  5.0   3.2    12   8.8 109 1016.6   4.9   5.0   1.9   MM -0.8    MM
2020 04 04 15 50  90  3.0  4.0   2.9    11   8.4 107 1017.0   4.9   4.8   1.6   MM +0.3    MM
2020 04 04 14 50  40  5.0  6.0   3.3    13   8.6 117 1017.4   4.6   4.6   1.6   MM +1.0    MM
2020 04 04 13 50  20  7.0  8.0   3.1    12   8.4 101 1017.4   4.2   4.5   1.3   MM +1.4    MM
2020 04 04 12 50  30  8.0  9.0   3.3    12   8.6 113 1016.7   3.9   4.5   1.1   MM +1.1    MM
2020 04 04 11 50  30  8.0 10.0   3.3    13   8.1  98 1016.4   3.9   4.5   1.3   MM +1.3    MM
2020 04 04 10 50  30  9.0 10.0   2.7    13   7.3 109 1016.0   3.9   4.5   1.3   MM +1.1    MM
2020 04 04 09 50  30  9.0 11.0   2.9    12   7.6 102 1015.6   4.1   4.5   1.6   MM +0.9    MM
2020 04 04 08 50  30 10.0 12.0   3.0    11   7.6 113 1015.1   4.2   4.5   1.7   MM +0.8    MM
2020 04 04 07 50  30 10.0 12.0   3.2    12   7.7 105 1014.9   4.4   4.5   2.1   MM +1.0    MM
2020 04 04 06 50  20 10.0 12.0   2.9    14   7.3 117 1014.7   4.7   4.5   2.5   MM +1.1    MM
2020 04 04 05 50  30 11.0 13.0   2.9    13   7.1 110 1014.3   5.2   4.5   2.7   MM +1.5    MM
2020 04 04 04 50  30 11.0 14.0   3.2    12   7.6 116 1013.9   5.5   4.5   3.0   MM +1.8    MM
2020 04 04 03 50  40 10.0 13.0   3.7    11   8.2 113 1013.6   5.8   4.5   3.5   MM +2.3    MM
2020 04 04 02 50  30 11.0 13.0   3.4    12   7.6 115 1012.8   6.0   4.5   3.8   MM +2.5    MM
2020 04 04 01 50  30 11.0 13.0   3.6    11   7.8 114 1012.1   6.2   4.6   4.5   MM +2.6    MM
2020 04 04 00 50  30 10.0 12.0   3.4    11   7.7 110 1011.3   6.7   4.6   4.6   MM +2.4    MM
2020 04 03 23 50  30  9.0 11.0   3.1    12   7.5 104 1010.3   6.7   4.6   5.3   MM +2.4    MM
2020 04 03 22 50  30  8.0 10.0   3.0    12   7.5 119 1009.5   6.6   4.6   5.5   MM +2.4    MM
2020 04 03 21 50  40  9.0 10.0   3.0    12   7.4 108 1008.9   6.5   4.6   6.4   MM +2.4    MM
2020 04 03 20 50  30  8.0  9.0   3.6    11   7.8 107 1007.9   6.0   4.6   6.0   MM +2.0    MM
2020 04 03 19 50  30  9.0 11.0   3.7    11   7.8 105 1007.1   6.0   4.7   6.0   MM +2.0    MM
2020 04 03 18 50  30 10.0 12.0   3.4    13   7.7 113 1006.5   6.2   4.6   6.1   MM +2.2    MM
2020 04 03 17 50  30 10.0 12.0   4.3    11   8.4 100 1005.9   6.1   4.6   5.9   MM +2.6    MM
2020 04 03 16 50  30 11.0 13.0   4.1    12   8.4 105 1005.1   6.7   4.6   5.4   MM +3.0    MM
2020 04 03 15 50  30 11.0 13.0   4.2    11   8.5 105 1004.3   6.4   4.6   5.8   MM +3.5    MM
2020 04 03 14 50  30 11.0 13.0   4.1    12   8.2 114 1003.3   6.3   4.6   5.7   MM +3.5    MM
2020 04 03 13 50  30 11.0 13.0   3.9    12   7.8 102 1002.1   6.0   4.6   5.9   MM +3.5    MM
2020 04 03 12 50  20 11.0 13.0   3.9    12   8.1 111 1000.8   5.9   4.6   5.4   MM +3.4    MM
2020 04 03 11 50  20 12.0 14.0   4.3    12   8.3 117  999.8   5.9   4.6   5.5   MM +3.2    MM
2020 04 03 10 50  20 12.0 14.0   3.8    11   7.7 114  998.6   5.8   4.6   5.5   MM +2.2    MM
2020 04 03 09 50  20 13.0 15.0   3.8    12   7.9 113  997.4   6.1   4.6   5.4   MM +0.9    MM
2020 04 03 08 50  20 13.0 16.0   3.3    11   7.4 111  996.6   6.0   4.6   5.5   MM -0.0    MM
2020 04 03 07 50  20 13.0 16.0   3.3    11   7.4 112  996.4   6.2   4.6   5.4   MM -0.7    MM
2020 04 03 06 50  10 12.0 14.0   2.8    11   7.2 107  996.5   6.0   4.6   5.4   MM -0.7    MM
2020 04 03 05 50  10 11.0 14.0   2.7     9   7.2 106  996.8   5.8   4.6   5.6   MM -0.6    MM
2020 04 03 04 50  10 10.0 14.0   2.4    10   6.6 106  997.1   6.0   4.6   5.6   MM -0.3    MM
2020 04 03 03 50 360 10.0 12.0   2.2    11   6.6 101  997.2   6.0   4.6   5.7   MM -0.3    MM
2020 04 03 02 50  10 10.0 11.0   1.8    11   6.2  94  997.4   6.0   4.6   5.9   MM +0.7    MM
2020 04 03 01 50  10 10.0 12.0   1.4    11   5.6 102  997.4   6.3   4.6   6.1   MM +0.7    MM
2020 04 03 00 50 360 10.0 11.0   1.3    11   5.2 101  997.5   6.4   4.6   6.2   MM +0.5    MM
2020 04 02 23 50 350 10.0 12.0   1.2     8   5.0  79  996.7   6.5   4.6   6.0   MM +0.0    MM
2020 04 02 22 50 340 10.0 11.0   1.3    11   5.2 107  996.7   6.3   4.6   5.9   MM +0.0    MM
2020 04 02 21 50 350  9.0 10.0   1.3     8   5.1  99  997.0   6.1   4.6   5.8   MM -0.0    MM
2020 04 02 20 50 340  9.0 10.0   1.3     8   5.1 113  996.8   5.9   4.6   5.4   MM -0.7    MM
2020 04 02 19 50 340  9.0 11.0   1.3     9   5.2 119  996.9   5.8   4.6   5.1   MM -1.1    MM
2020 04 02 18 50 350 10.0 12.0   1.4     9   5.1 101  997.2   5.6   4.6   4.8   MM -1.2    MM
2020 04 02 17 50 350 10.0 12.0   1.5     9   4.8 109  997.5   5.6   4.6   4.7   MM -1.3    MM
2020 04 02 16 50 360 11.0 13.0   1.5     9   5.0 107  998.0   5.5   4.6   4.2   MM -1.4    MM
2020 04 02 15 50 360 11.0 13.0   1.6     9   4.9 101  998.4   5.4   4.6   4.0   MM -1.1    MM
2020 04 02 14 50 360 12.0 14.0   1.5    10   5.2  98  998.8   5.3   4.6   3.9   MM -1.5    MM
2020 04 02 13 50 350 11.0 13.0   1.5     7   4.8  96  999.4   4.7   4.6   3.8   MM -1.0    MM
2020 04 02 12 50 350 11.0 13.0   1.3     8   5.0  89  999.5   4.4   4.5   3.3   MM -0.9    MM
2020 04 02 11 50 340  9.0 12.0   1.5    10   5.4 111 1000.3   4.2   4.5   3.1   MM -0.3    MM
2020 04 02 10 50 350  8.0 10.0   1.4     8   5.3  99 1000.4   4.2   4.5   3.0   MM -0.5    MM
2020 04 02 09 50 350 10.0 12.0   1.4    11   4.8 123 1000.4   4.3   4.5   2.7   MM -1.3    MM
2020 04 02 08 50 350 10.0 12.0   1.5     7   4.7 104 1000.6   4.4   4.5   2.2   MM -2.5    MM
2020 04 02 07 50 350 11.0 13.0   1.4     7   4.7 110 1000.9   4.2   4.5   2.2   MM -3.1    MM
2020 04 02 06 50 350 12.0 15.0   1.5     9   4.7 122 1001.7   4.1   4.5   2.0   MM -3.6    MM
2020 04 02 05 50 360 11.0 14.0   1.4     9   4.8 109 1003.1   4.0   4.5   2.4   MM -2.6    MM
2020 04 02 04 50 360 10.0 13.0   1.3    10   4.7 118 1004.0   4.0   4.5   2.5   MM -2.2    MM
2020 04 02 03 50  10  9.0 12.0   1.3    10   4.6  95 1005.3   4.3   4.6   2.5   MM -1.2    MM
2020 04 02 02 50  30 11.0 12.0   1.3    10   4.4 120 1005.7   4.6   4.6   2.2   MM -0.9    MM
2020 04 02 01 50  20  8.0 10.0   1.2    10   4.4 109 1006.2   5.2   4.6   1.5   MM +0.0    MM
2020 04 02 00 50  20  9.0 11.0   1.2    11   4.5  87 1006.5   5.6   4.6   0.8   MM -0.6    MM
2020 04 01 23 50  20  7.0  9.0   1.1    11   4.6 111 1006.6   5.7   4.6   1.2   MM -1.0    MM
2020 04 01 22 50  10  8.0 10.0   1.1    11   4.5 112 1006.4   5.8   4.6   0.7   MM -1.6    MM
2020 04 01 21 50  30  7.0  8.0   1.1     7   4.8 115 1007.1   5.5   4.7   1.1   MM -1.3    MM
2020 04 01 20 50  40  6.0  7.0   1.1     8   5.4 118 1007.6   5.3   4.7   1.2   MM -1.5    MM
2020 04 01 19 50  30  5.0  6.0   1.3     8   5.5 121 1008.0   5.0   4.7   1.0   MM -1.5    MM
2020 04 01 18 50  30  5.0  6.0   1.2     8   5.7 120 1008.4   4.6   4.7   0.2   MM -1.5    MM
2020 04 01 17 50  40  5.0  6.0   1.2     8   5.6 123 1009.1   4.3   4.6   0.1   MM -1.9    MM
2020 04 01 16 50  40  6.0  7.0   1.4     8   5.6 120 1009.5   3.9   4.5  -0.5   MM -1.4    MM
2020 04 01 15 50  50  6.0  8.0   1.3    10   5.6 116 1009.9   3.4   4.5  -1.0   MM -1.4    MM
2020 04 01 14 50  30  6.0  7.0   1.3     9   5.3 124 1011.0   3.0   4.4  -1.5   MM -0.4    MM
2020 04 01 13 50  30  8.0 10.0   1.4     8   5.2 117 1010.9   2.4   4.4  -1.8   MM -0.9    MM
2020 04 01 12 50  30  9.0 11.0   1.3    10   4.8 138 1011.3   2.1   4.4  -1.9   MM -1.3    MM
2020 04 01 11 50  30 10.0 12.0   1.4     8   5.2 107 1011.4   2.0   4.4  -2.1   MM -1.1    MM
2020 04 01 10 50  30  9.0 11.0   1.4     9   5.1 108 1011.8   2.1   4.3  -2.4   MM -0.4    MM
2020 04 01 09 50  30  8.0  9.0   1.3     8   5.4 115 1012.6   2.2   4.4  -3.1   MM -0.0    MM
2020 04 01 08 50  50  8.0  9.0   1.4     9   5.5 125 1012.5   2.4   4.4  -3.4   MM -1.2    MM
2020 04 01 07 50  50  8.0 10.0   1.4     8   6.3 116 1012.2   2.8   4.4  -2.1   MM -2.0    MM
2020 04 01 06 50  70  6.0  7.0   1.4     8   7.1 116 1012.7   3.8   4.4  -0.7   MM -2.0    MM
2020 04 01 05 50  70  5.0  6.0   1.5     9   7.6 128 1013.7   3.8   4.4   0.1   MM -1.7    MM
2020 04 01 04 50 350  5.0  6.0   1.4     9   7.6 104 1014.2   2.8   4.4  -0.7   MM -2.1    MM
2020 04 01 03 50 310  5.0  6.0   1.4     9   7.3 123 1014.7   2.3   4.4  -0.2   MM -1.8    MM
2020 04 01 02 50 290  5.0  6.0   1.4     9   7.2 104 1015.4   2.2   4.4  -0.2   MM -0.8    MM
2020 04 01 01 50 280  4.0  5.0   1.5     9   7.2 131 1016.3   3.5   4.4  -0.3   MM +0.3    MM
2020 04 01 00 50  MM  0.0  1.0   1.4     9   6.8 119 1016.5   3.1   4.5  -0.9   MM +0.3    MM
