#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2020 04 28 06 50  20 12.0 15.0   3.0    10   7.1 104 1014.6   4.3   5.6  -1.3   MM +0.0    MM
2020 04 28 05 50  40 11.0 13.0   3.1    11   6.8 116 1014.7   4.7   5.7  -1.1   MM -0.3    MM
2020 04 28 04 50  40 13.0 15.0   3.2    10   6.9 106 1014.6   4.6   5.7  -1.0   MM -0.3    MM
2020 04 28 03 50  30 13.0 17.0   3.2    10   7.2 103 1014.8   5.1   5.8  -0.3   MM +0.3    MM
2020 04 28 02 50  40 11.0 14.0   3.2    11   6.9 114 1015.0   5.4   5.8   0.6   MM +1.4    MM
2020 04 28 01 50  30 12.0 15.0   3.3     9   6.8 107 1014.9   5.3   5.8   1.2   MM +1.6    MM
2020 04 28 00 50  40 13.0 15.0   3.3    10   6.9 107 1014.5   4.7   5.9   2.1   MM +1.9    MM
2020 04 27 23 50  30 14.0 17.0   3.4    11   6.9 109 1013.6   4.7   5.9   2.2   MM +1.2    MM
2020 04 27 22 50  30 14.0 17.0   3.8    10   7.4 101 1013.3   4.9   5.9   1.9   MM +1.3    MM
2020 04 27 21 50  30 14.0 17.0   3.4    11   6.8 109 1012.6   4.9   5.9   2.2   MM +0.7    MM
2020 04 27 20 50  30 13.0 16.0   3.6    10   7.0 105 1012.4   4.6   5.8   3.2   MM +0.7    MM
2020 04 27 19 50  30 13.0 15.0   3.7    10   7.1 109 1012.0   4.3   5.8   3.1   MM +0.0    MM
2020 04 27 18 50  30 13.0 15.0   3.8    10   7.4 111 1011.9   4.3   5.8   3.2   MM +0.0    MM
2020 04 27 17 50  40 13.0 16.0   3.6    10   7.2 116 1011.7   4.3   5.8   3.4   MM -0.5    MM
2020 04 27 16 50  30 12.0 14.0   4.1    10   7.5 115 1011.8   4.3   5.9   3.7   MM +0.0    MM
2020 04 27 15 50  40 11.0 14.0   3.9    10   7.3 124 1012.0   4.5   5.9   3.9   MM +0.5    MM
2020 04 27 14 50  40 11.0 14.0   4.2    10   7.3 115 1012.2   4.4   6.0   3.7   MM +0.8    MM
2020 04 27 13 50  40 12.0 14.0   3.8     9   7.0 113 1011.8   4.1   6.0   3.7   MM +0.6    MM
2020 04 27 12 50  40 13.0 16.0   3.5    10   6.8 126 1011.5   4.3   6.0   3.7   MM +0.7    MM
2020 04 27 11 50  40 12.0 15.0   3.0     8   6.3 115 1011.4   4.6   6.0   4.0   MM +0.8    MM
2020 04 27 10 50  30 12.0 15.0   3.2     8   6.4 115 1011.2   4.4   6.0   3.9   MM +0.8    MM
2020 04 27 09 50  30 12.0 14.0   3.0     8   6.0 121 1010.8   4.5   6.0   4.3   MM -0.0    MM
2020 04 27 08 50  40 12.0 14.0   3.2     8   6.2 118 1010.6   4.8   6.1   4.3   MM +0.5    MM
2020 04 27 07 50  50 12.0 15.0   2.8     8   5.6 123 1010.4   5.2   6.0   4.6   MM -1.8    MM
2020 04 27 06 50  60 12.0 15.0   2.6     7   5.4 100 1010.7   5.6   6.0   4.4   MM -1.8    MM
2020 04 27 05 50  60 15.0 18.0   2.5     6   5.2 103 1010.1   5.6   6.1   2.8   MM -3.2    MM
2020 04 27 04 50  70 14.0 17.0   2.0     6   4.7  82 1012.2   5.5   6.1   3.5   MM -2.5    MM
2020 04 27 03 50  60 14.0 17.0   1.8     6   4.4 102 1012.5   5.5   6.2   3.9   MM -2.8    MM
2020 04 27 02 50  50 13.0 15.0   1.7     5   4.5  86 1013.3   5.7   6.4   2.9   MM -2.4    MM
2020 04 27 01 50  60 13.0 16.0   1.4     4   4.2 102 1014.7   6.2   6.5   2.4   MM -1.4    MM
2020 04 27 00 50  70 10.0 15.0   1.1     8   4.2 144 1015.3   7.2   6.6   0.8   MM -1.5    MM
2020 04 26 23 50  70  8.0  9.0   1.1     9   4.4 164 1015.7   7.1   6.7   1.2   MM -1.5    MM
2020 04 26 22 50  90  9.0 10.0   0.9     9   4.3 146 1016.1   7.1   6.7   1.6   MM -2.0    MM
2020 04 26 21 50  70  8.0  9.0   0.8     9   4.5 152 1016.8   7.0   6.8   2.2   MM -2.0    MM
2020 04 26 20 50  70  5.0  6.0   0.8     9   5.6 174 1017.2   7.0   6.9   3.1   MM -2.4    MM
2020 04 26 19 50  70  5.0  5.0   0.8     9   6.2 159 1018.1   7.2   7.0   2.8   MM -2.0    MM
2020 04 26 18 50  70  5.0  5.0   0.8     9   6.3 160 1018.8   7.2   7.1   3.8   MM -1.8    MM
2020 04 26 17 50  70  3.0  4.0   0.8    10   6.4 140 1019.6   7.0   7.1   5.9   MM -0.9    MM
2020 04 26 16 50  70  3.0  3.0   0.9     8   6.4 138 1020.1   7.0   7.1   5.6   MM -0.7    MM
2020 04 26 15 50  70  2.0  3.0   1.0     9   6.9 145 1020.6   7.0   7.0   5.7   MM -0.5    MM
2020 04 26 14 50  80  2.0  3.0   0.9    10   6.5 142 1020.5   6.9   6.7   5.4   MM -0.5    MM
2020 04 26 13 50  10  2.0  3.0   1.0     9   6.4 124 1020.8   6.6   6.5   5.4   MM +0.4    MM
2020 04 26 12 50 240  1.0  2.0   1.0     9   6.4 126 1021.1   6.9   6.3   4.9   MM +1.3    MM
2020 04 26 11 50 190  3.0  4.0   0.9     9   6.1 134 1021.0   6.9   6.3   4.5   MM +1.3    MM
2020 04 26 10 50 180  3.0  4.0   0.9    10   6.0 148 1020.4   6.7   6.3   4.5   MM +0.7    MM
2020 04 26 09 50 170  3.0  4.0   1.0    10   6.5 150 1019.8   6.6   6.3   4.7   MM +0.0    MM
2020 04 26 08 50 180  4.0  4.0   0.9    10   6.1 158 1019.7   6.5   6.4   4.9   MM +0.0    MM
2020 04 26 07 50 170  3.0  4.0   0.9    10   5.6 163 1019.7   6.6   6.4   4.8   MM -0.3    MM
2020 04 26 06 50 160  3.0  3.0   1.0    10   6.1 158 1019.7   6.6   6.4   5.0   MM +0.0    MM
2020 04 26 05 50 120  2.0  3.0   1.0    11   5.9 147 1019.8   6.3   6.4   5.3   MM +0.0    MM
2020 04 26 04 50 100  2.0  2.0   1.0    11   5.9 120 1020.0   6.3   6.4   4.8   MM +0.4    MM
2020 04 26 03 50 350  1.0  1.0   1.1    11   6.1 129 1019.8   6.6   6.4   4.5   MM +0.7    MM
2020 04 26 02 50 230  2.0  2.0   1.0    10   6.1 138 1019.6   6.9   6.5   4.3   MM +1.2    MM
2020 04 26 01 50 210  3.0  3.0   1.1     8   6.2 140 1019.6   7.0   6.5   4.1   MM +1.3    MM
2020 04 26 00 50 220  4.0  5.0   1.2    11   6.5 122 1019.1   7.0   6.5   5.1   MM +1.4    MM
2020 04 25 23 50 220  4.0  5.0   1.2     9   6.0 124 1018.4   7.0   6.6   4.8   MM +0.9    MM
2020 04 25 22 50 190  6.0  8.0   1.4    10   6.3 142 1018.3   7.1   6.7   5.2   MM +0.3    MM
2020 04 25 21 50 190  6.0  7.0   1.3    10   6.6 153 1017.7   7.1   6.9   4.1   MM -0.6    MM
2020 04 25 20 50 170  7.0  9.0   1.2    11   6.9 142 1017.5   6.8   6.8   1.9   MM -0.9    MM
2020 04 25 19 50 170  5.0  6.0   1.2    11   7.3 151 1018.0   6.9   7.0   0.3   MM +0.0    MM
2020 04 25 18 50 160  3.0  4.0   1.2    11   7.4 166 1018.3   7.0   7.3  -1.9   MM +0.0    MM
2020 04 25 17 50 130  2.0  2.0   1.2    11   7.1 158 1018.4   6.7   6.8  -1.1   MM +0.4    MM
2020 04 25 16 50 120  2.0  3.0   1.3    11   7.1 142 1018.1   6.6   6.5  -0.5   MM +0.4    MM
2020 04 25 15 50 110  2.0  2.0   1.2    12   6.7 149 1018.3   6.6   6.0  -0.2   MM +1.3    MM
2020 04 25 14 50  80  4.0  4.0   1.2    11   6.9 151 1018.0   6.5   5.8  -1.4   MM +2.0    MM
2020 04 25 13 50  40  4.0  4.0   1.2    12   6.7 154 1017.7   6.4   5.7  -0.9   MM +2.8    MM
2020 04 25 12 50  10  4.0  5.0   1.2     7   6.6 119 1017.0   6.0   5.6  -0.6   MM +3.1    MM
2020 04 25 11 50  40  5.0  5.0   1.2     7   6.5 125 1016.0   6.2   5.5  -1.2   MM +3.1    MM
2020 04 25 10 50  30  5.0  6.0   1.1     7   6.2 120 1014.9   6.1   5.5  -0.2   MM +2.8    MM
2020 04 25 09 50 360  3.0  4.0   1.0     6   5.9 114 1013.9   5.5   5.5   2.3   MM +2.4    MM
2020 04 25 08 50 320  2.0  3.0   1.0     6   5.8 115 1012.9   5.4   5.5   2.3   MM +2.0    MM
2020 04 25 07 50 260  2.0  3.0   1.1     6   5.5 114 1012.1   5.5   5.6   2.9   MM +1.6    MM
2020 04 25 06 50 250  3.0  3.0   0.9     6   5.2 116 1011.5   5.9   5.7   2.5   MM +1.5    MM
2020 04 25 05 50 240  2.0  3.0   0.9     6   5.2 127 1010.9   6.0   5.9   3.1   MM +1.4    MM
2020 04 25 04 50 250  3.0  4.0   1.0     6   5.2 127 1010.5   5.7   5.9   3.2   MM +1.2    MM
2020 04 25 03 50 200  2.0  3.0   0.9     6   4.9 127 1010.0   5.8   5.9   3.0   MM +1.2    MM
2020 04 25 02 50 230  2.0  2.0   0.9     5   4.7 117 1009.5   5.6   5.9   4.3   MM +1.3    MM
2020 04 25 01 50 260  2.0  2.0   0.9     5   4.6  86 1009.3   5.6   6.0   4.1   MM +1.4    MM
2020 04 25 00 50  MM  0.0  1.0   0.7     5   4.3  77 1008.8   5.5   6.1   3.5   MM +0.9    MM
2020 04 24 23 50  10  1.0  2.0   0.8     5   4.3  66 1008.2   5.5   5.9   3.6   MM +0.7    MM
2020 04 24 22 50  50  1.0  2.0   0.9     5   4.2  75 1007.9   5.5   5.7   3.5   MM -0.0    MM
2020 04 24 21 50 100  4.0  5.0   1.0     5   4.2  80 1007.9   5.5   5.7   3.7   MM -0.4    MM
2020 04 24 20 50 110  8.0 10.0   1.0     5   4.0  84 1007.5   5.7   5.7   3.4   MM -1.3    MM
2020 04 24 19 50  90  7.0  9.0   1.1     5   4.1  79 1007.9   5.8   5.7   1.2   MM -1.4    MM
2020 04 24 18 50  90  9.0 10.0   1.2     5   4.2  83 1008.3   5.9   5.7  -1.9   MM -1.8    MM
2020 04 24 17 50  80  9.0 11.0   1.1     5   3.8  64 1008.8   5.9   5.6  -3.1   MM -2.0    MM
2020 04 24 16 50  70 11.0 13.0   1.1     4   3.8  75 1009.3   5.8   5.5  -4.2   MM -1.7    MM
2020 04 24 15 50  70 10.0 12.0   1.1     5   3.8  85 1010.1   5.6   5.5  -2.5   MM -2.1    MM
2020 04 24 14 50  70  9.0 11.0   1.1     4   3.8  89 1010.8   5.6   5.5  -1.6   MM -2.2    MM
2020 04 24 13 50  80 10.0 12.0   1.0     4   3.6  69 1011.0   5.5   5.5   0.5   MM -2.0    MM
2020 04 24 12 50  80  9.0 11.0   0.8     4   3.6  77 1012.2   5.7   5.6   0.4   MM -0.6    MM
2020 04 24 11 50  70  8.0 10.0   0.8     4   3.7  77 1013.0   5.7   5.6   0.8   MM +0.0    MM
2020 04 24 10 50  60  7.0  9.0   0.7     5   3.7 173 1013.0   5.5   5.7  -0.4   MM -0.6    MM
2020 04 24 09 50  50  7.0  8.0   0.6     6   4.2 165 1012.8   5.3   5.7   4.4   MM -1.2    MM
2020 04 24 08 50  60  5.0  6.0   0.6     5   4.9 166 1013.0   5.4   5.8   4.9   MM -1.0    MM
2020 04 24 07 50  60  4.0  4.0   0.5     5   4.7 171 1013.6   5.7   5.8   5.1   MM -0.7    MM
2020 04 24 06 50  60  2.0  3.0   0.4     7   4.5 151 1014.0   5.7   5.8   5.0   MM -0.3    MM
2020 04 24 05 50  40  3.0  3.0   0.3     7   4.2 165 1014.0   5.7   5.7   4.9   MM +0.0    MM
2020 04 24 04 50  MM  0.0  0.0   0.3     8   3.8 147 1014.3   6.0   5.7   4.6   MM -0.3    MM
2020 04 24 03 50 250  2.0  3.0   0.4     8   3.7 146 1014.3   6.0   5.8   4.5   MM +0.0    MM
2020 04 24 02 50 190  4.0  5.0   0.4     3   3.6 189 1014.1   6.1   5.8   3.8   MM +0.0    MM
2020 04 24 01 50 180  3.0  4.0   0.5     3   3.6 191 1014.6   6.2   5.9   3.2   MM +1.1    MM
2020 04 24 00 50 160  4.0  5.0   0.5     4   3.6 192 1014.5   6.2   5.9   2.3   MM +1.7    MM
2020 04 23 23 50 200  6.0  7.0   0.5     9   3.8 113 1014.1   6.7   6.0    MM   MM +1.4    MM
2020 04 23 22 50 280  5.0  6.0   0.5     4   3.8 205 1013.5   9.2   6.1  -6.1   MM +0.9    MM
2020 04 23 21 50 260  7.0  9.0   0.5     4   3.9 202 1012.8   9.1   6.1  -6.8   MM +0.0    MM
2020 04 23 20 50 250  7.0  9.0   0.6     4   3.8 207 1012.7   8.6   6.1  -6.9   MM +0.0    MM
2020 04 23 19 50 250  8.0 10.0   0.6     9   3.5 104 1012.6   8.1   5.9  -7.2   MM +0.0    MM
2020 04 23 18 50 260  9.0 12.0   0.5     5   3.4 192 1012.7   7.6   5.6  -8.7   MM -0.0    MM
2020 04 23 17 50 260  9.0 11.0   0.6     4   3.3 224 1012.7   6.7   5.5 -11.1   MM -0.3    MM
2020 04 23 16 50 250  9.0 11.0   0.6     3   3.3 228 1012.5   5.7   5.4  -9.8   MM -0.5    MM
2020 04 23 15 50 240  8.0  9.0   0.5     9   3.9 138 1012.8   4.8   5.3 -11.9   MM +0.0    MM
2020 04 23 14 50 220  6.0  7.0   0.6    10   3.9 114 1013.0   3.4   5.1 -13.0   MM +0.0    MM
2020 04 23 13 50 240  6.0  8.0   0.6     8   3.7 114 1013.0   2.6   5.0 -13.3   MM +0.4    MM
2020 04 23 12 50 260  7.0  8.0   0.5     9   3.5  83 1012.8   2.0   5.0 -13.4   MM +1.1    MM
2020 04 23 11 50 250  8.0 11.0   0.5     8   3.7 139 1012.9   1.6   5.0 -12.3   MM +1.6    MM
2020 04 23 10 50 270  8.0 10.0   0.6     9   3.9 107 1012.6   1.5   5.1 -12.0   MM +1.8    MM
2020 04 23 09 50 270  8.0 11.0   0.6     9   3.9 123 1011.7   1.7   5.0 -11.0   MM +1.5    MM
2020 04 23 08 50 280  8.0 10.0   0.7    10   3.9 119 1011.3   1.9   5.1 -10.9   MM +1.5    MM
2020 04 23 07 50 270  8.0  9.0   0.7     9   4.0 140 1010.8   2.1   5.1 -10.3   MM +1.1    MM
2020 04 23 06 50 270  8.0  9.0   0.6     9   3.8 133 1010.2   2.4   5.1  -7.7   MM +1.1    MM
2020 04 23 05 50 260  7.0  9.0   0.5     9   3.8 118 1009.8   2.6   5.2  -6.2   MM +1.1    MM
2020 04 23 04 50 270  7.0  8.0   0.5    10   3.9 157 1009.7   2.5   5.2  -5.8   MM +1.5    MM
2020 04 23 03 50 270  9.0 11.0   0.7    10   3.8 128 1009.1   2.7   5.3  -5.9   MM +1.9    MM
2020 04 23 02 50 270  9.0 11.0   0.7    10   3.6 100 1008.7   3.0   5.4  -5.8   MM +2.3    MM
2020 04 23 01 50 280 10.0 14.0   0.9     4   3.6 262 1008.2   3.3   5.4  -6.4   MM +3.2    MM
2020 04 23 00 50 270 11.0 14.0   0.8     4   3.8 249 1007.2   3.8   5.5  -6.9   MM +3.1    MM
2020 04 22 23 50 270  9.0 11.0   0.9     4   3.9 243 1006.4   4.0   5.6  -6.5   MM +3.7    MM
2020 04 22 22 50 280 11.0 12.0   1.0     4   3.9 251 1005.0   4.3   5.6  -7.1   MM +3.7    MM
2020 04 22 21 50 290 11.0 13.0   1.0     4   3.9 252 1004.1   4.2   5.6  -6.4   MM +2.8    MM
2020 04 22 20 50 290 12.0 16.0   1.2    10   4.1 130 1002.7   4.3   5.6  -7.4   MM +1.1    MM
2020 04 22 19 50 280 13.0 16.0   1.1    11   4.0 122 1001.3   4.4   5.6  -7.1   MM +0.0    MM
2020 04 22 18 50 270 13.0 16.0   1.2    10   4.1 119 1001.3   3.7   5.5  -7.4   MM +0.0    MM
2020 04 22 17 50 280 10.0 12.0   1.1     4   4.1 240 1001.6   2.8   5.5  -7.9   MM +0.0    MM
2020 04 22 16 50 270 12.0 14.0   1.1     4   4.1 241 1001.4   2.0   5.5  -8.7   MM +0.0    MM
2020 04 22 15 50 270 12.0 15.0   1.1    11   4.1 124 1001.3   1.4   5.5  -7.6   MM +0.6    MM
2020 04 22 14 50 280 11.0 15.0   1.0    11   4.1  88 1001.4   1.3   5.5  -8.9   MM +0.8    MM
2020 04 22 13 50 280 11.0 14.0   1.1    12   4.5 123 1001.2   1.3   5.5  -8.6   MM +1.2    MM
2020 04 22 12 50 290 12.0 15.0   1.2     7   4.6 134 1000.7   1.4   5.5  -6.7   MM +1.4    MM
2020 04 22 11 50 280 10.0 11.0   1.2     8   4.9 113 1000.6   1.5   5.4  -4.5   MM +1.7    MM
2020 04 22 10 50 250 10.0 12.0   1.4     7   5.5 145 1000.0   2.1   5.4  -5.1   MM +1.6    MM
2020 04 22 09 50 250 10.0 11.0   1.4    10   5.5 114  999.3   2.2   5.5  -4.8   MM +1.3    MM
2020 04 22 08 50 250  9.0 12.0   1.6     8   5.8 133  998.9   2.4   5.5  -4.8   MM +1.0    MM
2020 04 22 07 50 250 10.0 11.0   1.4     8   5.3 127  998.4   2.8   5.6  -4.1   MM +1.0    MM
2020 04 22 06 50 250  9.0 12.0   1.4     8   5.7 135  998.0   3.5   5.8  -3.7   MM +1.2    MM
2020 04 22 05 50 270  8.0 10.0   1.4     8   5.8 142  997.9   3.9   5.9  -2.6   MM +0.9    MM
2020 04 22 04 50 270  9.0 11.0   1.5     8   5.7 128  997.4   4.2   6.0  -1.0   MM +0.6    MM
2020 04 22 03 50 260  9.0 11.0   1.7     7   6.3 144  996.8   4.6   6.1   1.0   MM +1.9    MM
2020 04 22 02 50 250  6.0  7.0   1.8     7   6.5 142  997.0   4.5   6.1   2.1   MM +2.6    MM
2020 04 22 01 50 290  6.0  7.0   1.8     7   6.0 150  996.8   4.6   6.1   2.0   MM +4.2    MM
2020 04 22 00 50 340  9.0 11.0   2.6     8   6.1 145  994.9   5.2   6.2   2.3   MM +1.5    MM
2020 04 21 23 50 270 11.0 13.0   3.0     8   6.2 160  994.4   5.6   6.2   2.4   MM -0.0    MM
2020 04 21 22 50 180 15.0 21.0   3.0     7   6.0 176  992.6   6.6   6.2   4.6   MM -3.8    MM
2020 04 21 21 50 170 13.0 17.0   3.0     7   6.0 189  993.4   6.7   6.1   3.7   MM -4.8    MM
2020 04 21 20 50 170 13.0 17.0   2.7     7   5.8 174  994.6   6.7   6.1   2.7   MM -4.5    MM
2020 04 21 19 50 170 13.0 16.0   2.5     7   5.5 164  996.4   6.6   6.1   2.2   MM -3.8    MM
2020 04 21 18 50 180 13.0 15.0   2.3     6   5.2 172  998.2   6.3   6.1   2.0   MM -3.5    MM
2020 04 21 17 50 170 13.0 16.0   2.0     5   4.8 172  999.1   6.3   6.2   1.6   MM -3.8    MM
2020 04 21 16 50 170 14.0 17.0   1.5     4   4.3 179 1000.2   6.2   6.3   1.1   MM -3.6    MM
2020 04 21 15 50 170 12.0 14.0   1.0     4   3.7 173 1001.7   6.1   6.3   0.0   MM -2.7    MM
2020 04 21 14 50 170 10.0 13.0   0.8     3   3.4 178 1002.9   6.1   6.2  -0.7   MM -2.2    MM
2020 04 21 13 50 180  9.0 11.0   0.6    12   3.6 141 1003.8   6.1   6.1  -0.6   MM -1.4    MM
2020 04 21 12 50 180  7.0  8.0   0.5     8   5.3  93 1004.4   6.0   6.0   0.0   MM -0.5    MM
2020 04 21 11 50 190  4.0  5.0   0.5    11   6.2  94 1005.1   5.9   6.0  -0.3   MM +0.0    MM
2020 04 21 10 50 180  2.0  3.0   0.5     8   6.3 127 1005.2   5.5   5.9  -0.4   MM -0.0    MM
2020 04 21 09 50 200  2.0  2.0   0.5    12   6.8 128 1004.9   5.0   5.9  -5.2   MM +0.0    MM
2020 04 21 08 50 220  2.0  2.0   0.5    11   7.0 106 1005.0   4.9   5.9  -1.4   MM +0.0    MM
2020 04 21 07 50  MM  0.0  1.0   0.5    10   7.3 136 1005.0   4.3   6.0  -0.9   MM +0.0    MM
2020 04 21 06 50 290  1.0  2.0   0.5    11   6.8  72 1005.1   4.7   6.0  -1.6   MM +0.8    MM
2020 04 21 05 50 280  2.0  2.0   0.5    10   6.7 163 1004.9   5.2   6.1  -3.0   MM +1.1    MM
2020 04 21 04 50 310  2.0  2.0   0.5    11   6.9 107 1004.8   5.0   6.1  -1.5   MM +1.0    MM
2020 04 21 03 50 280  3.0  4.0   0.6    11   7.1 108 1004.3   5.4   6.2   0.1   MM +1.0    MM
2020 04 21 02 50 250  4.0  5.0   0.6    11   7.0  86 1003.8   5.9   6.3  -0.4   MM +0.9    MM
2020 04 21 01 50 230  3.0  4.0   0.6    11   7.0  72 1003.8   5.7   6.3  -1.6   MM +0.8    MM
2020 04 21 00 50 160  2.0  3.0   0.6    11   7.0  86 1003.3   5.7   6.4  -2.3   MM +0.3    MM
2020 04 20 23 50 140  4.0  4.0   0.6     8   7.4 102 1002.9   5.7   6.4  -1.0   MM +0.0    MM
2020 04 20 22 50 130  4.0  5.0   0.7     8   7.4 106 1003.0   6.0   6.5  -0.5   MM +0.0    MM
2020 04 20 21 50 110  4.0  4.0   0.7     9   7.8 125 1003.0   6.9   6.5  -1.4   MM -1.2    MM
2020 04 20 20 50 100  3.0  4.0   0.7     9   7.2 148 1003.0   6.9   6.4  -2.2   MM -2.0    MM
2020 04 20 19 50  50  5.0  6.0   0.6     9   5.3 141 1003.2   7.1   6.3  -4.5   MM -2.3    MM
2020 04 20 18 50  60  5.0  7.0   0.7    10   5.1 134 1004.2   6.8   6.3  -4.9   MM -1.6    MM
2020 04 20 17 50  50  6.0  7.0   0.6    11   5.0 126 1005.0   6.6   6.2  -6.0   MM -1.0    MM
2020 04 20 16 50  50  5.0  6.0   0.7    11   4.9 113 1005.5   6.2   6.2  -5.2   MM -0.4    MM
2020 04 20 15 50  60  6.0  6.0   0.8    11   5.4 108 1005.8   5.8   6.1  -4.0   MM +0.0    MM
2020 04 20 14 50  30  5.0  6.0   0.8    11   4.7 135 1006.0   5.8   6.1  -6.0   MM +0.9    MM
2020 04 20 13 50  20  7.0  8.0   0.9    10   4.4 126 1005.9   5.5   6.0  -5.2   MM +1.8    MM
2020 04 20 12 50 360  8.0 10.0   1.0    11   4.5 126 1005.7   5.5   6.0  -3.5   MM +2.9    MM
2020 04 20 11 50 340  8.0  9.0   1.1     6   5.3 154 1005.1   6.3   6.0  -2.5   MM +3.0    MM
2020 04 20 10 50 320  7.0  9.0   1.2    10   5.3 121 1004.1   7.1   6.0  -1.2   MM +2.8    MM
2020 04 20 09 50 320 10.0 12.0   1.3    10   6.1 114 1002.8   8.5   6.1   1.1   MM +1.5    MM
2020 04 20 08 50 250  4.0  5.0   1.5    10   6.4 113 1002.1   8.1   6.1   4.5   MM +0.3    MM
2020 04 20 07 50 240  5.0  6.0   1.4     9   6.1 112 1001.3   8.5   6.1   4.4   MM -0.3    MM
2020 04 20 06 50 240  5.0  6.0   1.4    10   5.8 106 1001.3   8.9   6.2   4.3   MM +0.0    MM
2020 04 20 05 50 230  5.0  7.0   1.4    10   5.9 119 1001.8   8.0   6.2   4.7   MM +1.2    MM
2020 04 20 04 50 210  5.0  6.0   1.4    11   5.4  99 1001.6   7.7   6.2   5.1   MM +0.9    MM
2020 04 20 03 50 220  6.0  7.0   1.5    10   5.2  99 1001.3   8.0   6.2   4.8   MM +1.1    MM
2020 04 20 02 50 210 10.0 11.0   1.3    10   4.8  68 1000.6   8.6   6.1   4.5   MM +0.7    MM
2020 04 20 01 50 200 10.0 11.0   1.4    10   5.2  92 1000.7   8.4   6.1   4.7   MM +0.4    MM
2020 04 20 00 50 200  8.0  9.0   1.3    11   5.6  88 1000.2   8.1   6.1   4.9   MM -0.5    MM
2020 04 19 23 50 200  8.0  9.0   1.4    11   5.5  77  999.9   8.6   6.1   4.3   MM -1.0    MM
2020 04 19 22 50 190  9.0 10.0   1.5     9   5.1  88 1000.3   7.7   6.3   4.7   MM -1.6    MM
2020 04 19 21 50 190 10.0 12.0   1.5     9   5.0  85 1000.7   8.6   6.3   3.4   MM -2.6    MM
2020 04 19 20 50 190 11.0 13.0   1.6     9   5.3  89 1000.9   8.4   6.4   3.0   MM -3.4    MM
2020 04 19 19 50 180  9.0 10.0   1.4     9   5.2  94 1001.9   7.7   6.4   3.4   MM -3.4    MM
2020 04 19 18 50 180  9.0 10.0   1.4     9   5.3  84 1003.3   7.6   6.3   2.2   MM -3.2    MM
2020 04 19 17 50 200  9.0 11.0   1.4     9   5.6  99 1004.3   7.3   6.3   1.6   MM -3.0    MM
2020 04 19 16 50 200  8.0  9.0   1.3     9   5.4 100 1005.3   6.8   6.2   1.4   MM -2.6    MM
2020 04 19 15 50 200  7.0  9.0   1.2     9   6.0  91 1006.5   6.4   6.1   1.3   MM -2.0    MM
2020 04 19 14 50 200  7.0  8.0   1.2     8   6.7 105 1007.3   6.0   6.0   0.6   MM -1.3    MM
2020 04 19 13 50 220  3.0  4.0   1.3     8   6.8 114 1007.9   5.8   5.9  -0.3   MM -1.0    MM
2020 04 19 12 50 280  4.0  5.0   1.4     9   6.9 122 1008.5   4.5   5.7  -2.2   MM -0.3    MM
2020 04 19 11 50 270  5.0  7.0   1.4     9   6.9 115 1008.6   3.6   5.7  -2.3   MM +0.0    MM
2020 04 19 10 50 260  4.0  5.0   1.4     8   7.3 111 1008.9   4.1   5.6  -0.7   MM +0.5    MM
2020 04 19 09 50 270  5.0  6.0   1.4     8   7.0 108 1008.8   3.3   5.6  -1.2   MM +0.9    MM
2020 04 19 08 50 290  5.0  6.0   1.4     8   6.9 122 1008.4   3.1   5.7  -1.3   MM +0.5    MM
2020 04 19 07 50 280  6.0  7.0   1.3     8   6.4 121 1008.4   2.8   5.7  -0.3   MM -0.0    MM
2020 04 19 06 50 270  6.0  7.0   1.4     8   6.4 122 1007.9   3.3   5.8   0.9   MM -0.6    MM
2020 04 19 05 50 250  6.0  7.0   1.3     7   6.1 116 1007.9   3.7   5.7   1.7   MM -0.7    MM
2020 04 19 04 50 240  6.0  7.0   1.4     7   6.2 118 1008.3   4.5   5.7   1.8   MM -0.7    MM
2020 04 19 03 50 230  4.0  5.0   1.2     7   5.5 127 1008.5   4.4   5.8   1.7   MM -0.3    MM
2020 04 19 02 50 230  3.0  4.0   1.0     7   5.1 148 1008.6   4.3   5.8   1.4   MM +0.4    MM
2020 04 19 01 50 240  2.0  2.0   0.9     6   4.6 124 1009.0   4.2   5.9   1.1   MM +1.3    MM
2020 04 19 00 50 110  1.0  2.0   1.0     5   4.4 103 1008.8   4.2   5.9   0.9   MM +1.3    MM
2020 04 18 23 50 100  3.0  4.0   0.9     5   4.2 127 1008.2   4.3   5.9   1.5   MM +1.0    MM
2020 04 18 22 50  90  4.0  5.0   0.9     5   3.9 100 1007.7   4.4   5.9   1.0   MM +0.5    MM
2020 04 18 21 50  90  5.0  6.0   0.9     5   3.9  81 1007.5   4.3   5.9   1.6   MM -0.4    MM
2020 04 18 20 50  80  7.0  9.0   1.0     5   4.0  80 1007.2   4.3   5.9   1.2   MM -1.2    MM
2020 04 18 19 50  80  8.0 10.0   1.1     5   4.0  65 1007.2   4.2   5.9   1.2   MM -2.0    MM
2020 04 18 18 50  80 10.0 11.0   1.2     5   4.2  64 1007.9   4.0   5.9   1.6   MM -1.8    MM
